,value_factor,rho,p_val,no_items,no_pos,no_prop,p_bonferonni
91,0.9613048791571658,0.2727272727272727,0.44583834154275137,14.0,10.0,3.0,445.8383415427514
92,0.9720850074744262,0.7000000000000001,0.01647097883651441,16.0,11.0,3.0,16.470978836514412
93,0.9989967798699725,0.9151515151515152,0.0002044724061488323,12.0,10.0,4.0,0.20447240614883228
94,0.9989545065394142,0.9876160990712075,2.6756127071349497e-14,21.0,18.0,2.0,2.6756127071349498e-11
95,1.0149131921052585,0.8333333333333334,9.401481434945419e-06,21.0,19.0,3.0,0.00940148143494542
96,1.0,0.9999999999999999,6.646897422032013e-64,15.0,10.0,3.0,6.646897422032013e-61
97,1.0015765672443853,0.9725274725274725,2.6191330438273957e-08,16.0,13.0,2.0,2.6191330438273956e-05
98,1.0000291504705558,0.9945054945054945,3.909411051466979e-12,19.0,13.0,2.0,3.909411051466979e-09
99,0.9999466662265283,0.9470588235294116,2.715731165956679e-08,20.0,16.0,2.0,2.715731165956679e-05
100,0.9951110068971483,0.9142156862745098,2.8589435679031615e-07,21.0,17.0,3.0,0.0002858943567903162
101,1.0109017236256497,0.7090909090909092,0.014552051953727704,17.0,11.0,4.0,14.552051953727704
102,0.997224910514089,0.9516483516483516,1.661613698567939e-07,20.0,14.0,4.0,0.0001661613698567939
103,0.9930242488597318,0.8181818181818183,0.0011431050868040604,14.0,12.0,3.0,1.1431050868040604
104,1.003249429912738,0.9725274725274725,2.6191330438273957e-08,15.0,13.0,2.0,2.6191330438273956e-05
105,1.0007994721912923,0.9876160990712075,2.6756127071349497e-14,19.0,18.0,4.0,2.6756127071349498e-11
106,1.001072557478054,0.9780219780219779,7.757814031393615e-09,15.0,13.0,2.0,7.757814031393615e-06
107,1.0013197981238022,0.9460784313725492,9.653942434819005e-09,21.0,17.0,2.0,9.653942434819004e-06
108,1.0030085674102645,0.9300699300699302,1.170222792865967e-05,17.0,12.0,4.0,0.011702227928659669
109,0.998450463139347,0.8684210526315789,1.4290128393433576e-06,25.0,19.0,2.0,0.0014290128393433575
110,1.0,1.0,0.0,25.0,18.0,2.0,0.0
111,0.9982398020358646,0.8749999999999999,1.9522613815941147e-05,19.0,15.0,4.0,0.019522613815941146
112,1.000368566996787,0.9730392156862747,5.76923067840225e-11,21.0,17.0,3.0,5.76923067840225e-08
113,1.0036941763099454,0.9607843137254902,2.4865670345238e-10,22.0,18.0,3.0,2.4865670345238003e-07
114,1.0000616764278711,0.9982456140350877,2.579846712328762e-22,27.0,19.0,2.0,2.579846712328762e-19
115,1.002539507435429,0.9566563467492261,5.46578066361063e-10,24.0,18.0,4.0,5.46578066361063e-07
116,0.9977422121865736,0.6272727272727273,0.03884525362035334,12.0,11.0,3.0,38.84525362035334
117,0.9884890710403882,0.6538461538461539,0.015348516732105476,14.0,13.0,4.0,15.348516732105477
