,price of fairness,viol_coeff,max_unfairness,no_items,no_pos,no_prop
327,1.3433415035322598e-16,1.1205333581785701,0.9507081784930678,19.0,14.0,2.0
328,0.018936285545471988,1.1729351623151045,1.4288825697236187,15.0,13.0,4.0
329,0.03763660008541384,1.1638552420077848,1.0718446290363728,16.0,13.0,4.0
330,0.002389216349486382,1.177712245546827,0.9241695028290258,14.0,13.0,2.0
331,0.00143756026852114,1.12676556559543,1.1813380011594474,19.0,13.0,3.0
332,0.008914188667305398,1.1005966366014897,1.1300215007958594,17.0,12.0,3.0
333,3.34995037366178e-16,1.1127325908201238,1.048766181829323,18.0,15.0,2.0
334,0.004299553032291243,1.1757496834327006,1.1586956451874255,22.0,15.0,3.0
335,-1.5722481357234252e-16,1.1131997914837217,0.9672855793549548,17.0,16.0,2.0
336,0.008784186097439015,1.1107618931572036,1.4232775877989985,18.0,16.0,4.0
