,value_factor,feas_ip,feas_greed,time_ip,time_greedy,viol_coeff
0,1.039427539692716,1.0,1.0,0.13080157709282503,0.000304105730720039,1.113484848669596
1,1.0,1.0,1.0,0.036667548573859676,0.0003729096533788834,1.1370990011119857
2,1.0,1.0,1.0,0.01074861707911623,0.0003291944540251279,1.143571217735481
3,1.0059450900596476,1.0,1.0,0.07122764442738116,0.0002915613695222419,1.1012583947615613
4,1.0,1.0,1.0,0.021861780904146144,0.00027331502678862307,1.1284346591273426
5,1.0012838866112233,1.0,1.0,0.06251121389868786,0.0003257732651036349,1.138719520725417
6,1.0140878130138822,1.0,1.0,0.05254224788859574,0.00041130300178338075,1.1068843694754003
7,1.0025406427119525,1.0,1.0,0.03888828067738359,0.00023378128116746666,1.171387598830889
8,1.0,1.0,1.0,0.024616978831545566,0.0003227322067687055,1.114134862501397
9,1.0,1.0,1.0,0.02728740728525736,0.00035656396994454553,1.1714386768959137
10,1.0,1.0,1.0,0.015519275742008176,0.00023112035523809027,1.199131812486441
11,1.0,1.0,1.0,0.0239570693938731,0.00031132824278756743,1.1419216840946584
12,1.010181849851049,1.0,1.0,0.08128290043896413,0.0002858593879864202,1.1726120376361149
13,1.0183965122108036,1.0,1.0,0.07820801136131195,0.00047136388366197934,1.132677625704381
14,1.0017634750301658,1.0,1.0,0.09913960885933193,0.0005150790830157348,1.1264793405620723
15,1.0119480611093203,1.0,1.0,0.041838106272734876,0.00040255996282212436,1.1716941134000536
16,1.0111644842257368,1.0,1.0,0.07902871670376044,0.00042080630646523787,1.1425402955515649
17,1.0231315330750925,1.0,1.0,0.0715785064148804,0.0005158393469173461,1.1254116488779702
18,1.0,1.0,1.0,0.07624614926135109,0.00036340634869702626,1.1627730986297797
19,1.0073700877597274,1.0,1.0,0.10541216970341338,0.0005629757351925946,1.192114635993436
20,1.0002259749683027,1.0,1.0,0.018823764646185737,0.00032653352900524624,1.1928635980496811
21,1.023368974393715,1.0,1.0,0.09159398539668473,0.0005409280693129404,1.1177291950761077
22,1.0199626057425888,1.0,1.0,0.06791137142590742,0.0004934115495416336,1.1412589604410623
23,1.0,1.0,1.0,0.04533418178834836,0.00027217463048145873,1.1542198044536431
24,1.0015554255021615,1.0,1.0,0.05803971924979123,0.0003763308423003764,1.1740691413949929
25,1.0,1.0,1.0,0.027811609540549398,0.00029688322047149995,1.1103415139132489
26,1.0037964504371222,1.0,1.0,0.036106853630371916,0.00029954414549138164,1.1821226800559286
27,1.0,1.0,1.0,0.010806777299876558,0.00021933625885139918,1.1964288568341541
28,1.0115776133003862,1.0,1.0,0.02448279217696836,0.0002440448497509351,1.1363494862239887
29,1.0,1.0,1.0,0.013661569854775735,0.0002200965227530105,1.1449246533313306
30,1.0,1.0,1.0,0.02045719255693257,0.0002497468312867568,1.151809637939956
31,1.0,1.0,1.0,0.012786125479578914,0.00022655877000943292,1.1464125782173045
32,1.0,1.0,1.0,0.06595521130839188,0.00034858119488490047,1.1781506831592634
